Address:,USB0::0x0957::0x179B::MY59127615::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),
,,,-0.0081770836025,0.300713570206426,-0.0234422364737839,
,,,-0.00812500027,0.305738695780747,-0.0209296736866236,
,,,-0.0080729169375,0.310763821355067,-0.0121357039315626,
,,,-0.008020833605,0.317045228322968,-0.0221859550802037,
,,,-0.0079687502725,0.323326635290869,-0.00585429696366191,
,,,-0.00791666694,0.328351760865189,0.000427110004238784,
,,,-0.0078645836075,0.33337688643951,-0.0133919853251427,
,,,-0.007812500275,0.33840201201383,0.00168339139781892,
,,,-0.0077604169425,0.343427137588151,-0.00459801557008177,
,,,-0.00770833361,0.348452263162471,-0.00208545278292149,
,,,-0.0076562502775,0.353477388736792,-0.00836685975082219,
,,,-0.007604166945,0.358502514311112,0.00545223557855934,
,,,-0.0075520836125,0.363527639885433,0.0242964564822614,
,,,-0.00750000028,0.368552765459754,0.0155024867272004,
,,,-0.0074479169475,0.372321609640494,-0.0133919853251427,
,,,-0.007395833615,0.378603016608395,0.0167587681207806,
,,,-0.0073437502825,0.382371860789135,0.0343467076309025,
,,,-0.00729166695,0.386140704969876,0.0343467076309025,
,,,-0.0072395836175,0.391165830544196,0.0268090192694217,
,,,-0.007187500285,0.393678393331356,0.01173364254646,
,,,-0.0071354169525,0.396190956118517,-0.000829171389341354,
,,,-0.00708333362,0.399959800299257,0.0041959541849792,
,,,-0.0070312502875,0.402472363086417,0.00545223557855934,
,,,-0.006979166955,0.403728644479997,0.0167587681207806,
,,,-0.0069270836225,0.407497488660738,0.0406281145988032,
,,,-0.00687500029,0.410010051447898,0.0217838936951011,
,,,-0.0068229169575,0.412522614235058,0.00670851697213948,
,,,-0.006770833625,0.415035177022219,0.0469095215667039,
,,,-0.0067187502925,0.416291458415799,0.10344218427781,
,,,-0.00666666696,0.418804021202959,0.0770602750126272,
,,,-0.0066145836275,0.420060302596539,0.129824093542993,
,,,-0.006562500295,0.421316583990119,0.175050223711878,
,,,-0.0065104169625,0.42382914677728,0.164999972563237,
,,,-0.00645833363,0.42634170956444,0.200175851583481,
,,,-0.0064062502975,0.4288542723516,0.251683388720267,
,,,-0.006354166965,0.4288542723516,0.28434670495335,
,,,-0.0063020836325,0.43011055374518,0.308216051431373,
,,,-0.0062500003,0.43011055374518,0.338366804877296,
,,,-0.0061979169675,0.431366835138761,0.3697738397168,
,,,-0.006145833635,0.433879397925921,0.394899467588402,
,,,-0.0060937503025,0.432623116532341,0.412487407098524,
,,,-0.00604166697,0.432623116532341,0.435100472182967,
,,,-0.0059895836375,0.433879397925921,0.430075346608646,
,,,-0.005937500305,0.433879397925921,0.409974844311364,
,,,-0.0058854169725,0.435135679319501,0.417512532672845,
,,,-0.00583333364,0.432623116532341,0.384849216439761,
,,,-0.0057812503075,0.432623116532341,0.355954744387418,
,,,-0.005729166975,0.432623116532341,0.315753739792854,
,,,-0.0056770836425,0.431366835138761,0.296909518889152,
,,,-0.00562500031,0.43011055374518,0.257964795688167,
,,,-0.0055729169775,0.431366835138761,0.219020072487183,
,,,-0.005520833645,0.43011055374518,0.207713539944962,
,,,-0.0054687503125,0.43011055374518,0.168768816743977,
,,,-0.00541666698,0.4288542723516,0.136105500510894,
,,,-0.0053645836475,0.42634170956444,0.0883668075548485,
,,,-0.005312500315,0.42634170956444,0.0720351494383067,
,,,-0.0052604169825,0.42508542817086,0.0644974610768259,
,,,-0.00520833365,0.42508542817086,0.0217838936951011,
,,,-0.0051562503175,0.42382914677728,0.0217838936951011,
,,,-0.005104166985,0.421316583990119,-0.0146482667187229,
,,,-0.0050520836525,0.421316583990119,-0.0422864573774859,
,,,-0.00500000032,0.420060302596539,-0.0535929899197072,
,,,-0.0049479169875,0.418804021202959,-0.0762060550041497,
,,,-0.004895833655,0.418804021202959,-0.0636432410683483,
,,,-0.0048437503225,0.418804021202959,-0.0963065573014319,
,,,-0.00479166699,0.417547739809379,-0.111381934024394,
,,,-0.0047395836575,0.416291458415799,-0.116407059598714,
,,,-0.004687500325,0.415035177022219,-0.139020124683157,
,,,-0.0046354169925,0.413778895628639,-0.137763843289576,
,,,-0.00458333366,0.411266332841478,-0.147814094438218,
,,,-0.0045312503275,0.412522614235058,-0.128969873534516,
,,,-0.004479166995,0.411266332841478,-0.144045250257477,
,,,-0.0044270836625,0.410010051447898,-0.17168344091624,
,,,-0.00437500033,0.408753770054318,-0.152839220012538,
,,,-0.0043229169975,0.407497488660738,-0.184246254852042,
,,,-0.004270833665,0.406241207267158,-0.179221129277721,
,,,-0.0042187503325,0.404984925873578,-0.175452285096981,
,,,-0.004166667,0.403728644479997,-0.1679145967355,
,,,-0.0041145836675,0.402472363086417,-0.191783943213522,
,,,-0.004062500335,0.402472363086417,-0.179221129277721,
,,,-0.0040104170025,0.399959800299257,-0.17168344091624,
,,,-0.00395833367,0.398703518905677,-0.194296506000683,
,,,-0.0039062503375,0.396190956118517,-0.175452285096981,
,,,-0.003854167005,0.392422111937776,-0.17293972230982,
,,,-0.0038020836725,0.391165830544196,-0.164145752554759,
,,,-0.00375000034,0.388653267757036,-0.176708566490561,
,,,-0.0036979170075,0.386140704969876,-0.1679145967355,
,,,-0.003645833675,0.382371860789135,-0.154095501406118,
,,,-0.0035937503425,0.378603016608395,-0.1679145967355,
,,,-0.00354166701,0.376090453821234,-0.16665831534192,
,,,-0.0034895836775,0.371065328246914,-0.184246254852042,
,,,-0.003437500345,0.366040202672593,-0.177964847884141,
,,,-0.0033854170125,0.362271358491853,-0.177964847884141,
,,,-0.00333333368,0.355989951523952,-0.159120626980439,
,,,-0.0032812503475,0.349708544556051,-0.144045250257477,
,,,-0.003229167015,0.343427137588151,-0.115150778205134,
,,,-0.0031770836825,0.33840201201383,-0.0925377131206915,
,,,-0.00312500035,0.33337688643951,-0.07871861779131,
,,,-0.0030729170175,0.328351760865189,-0.0850000247592106,
,,,-0.003020833685,0.322070353897288,-0.0824874619720504,
,,,-0.0029687503525,0.315788946929388,-0.100075401482172,
,,,-0.00291666702,0.309507539961487,-0.100075401482172,
,,,-0.0028645836875,0.303226132993586,-0.097562838695012,
,,,-0.002812500355,0.295688444632106,-0.0925377131206915,
,,,-0.0027604170225,0.289407037664205,-0.0850000247592106,
,,,-0.00270833369,0.284381912089884,-0.0950502759078518,
,,,-0.0026562503575,0.276844223728403,-0.0937939945142716,
,,,-0.002604167025,0.270562816760503,-0.105100527056493,
,,,-0.0025520836925,0.263025128399022,-0.07871861779131,
